Company,Metric,Lag,Test,F_statistic,p_value,Significant
Microsoft,Price,12,ssr_ftest,0.723356,0.7275,False
Microsoft,Price,12,ssr_chi2test,9.853283,0.62883,False
Microsoft,Price,12,lrtest,9.629109,0.648462,False
Microsoft,Price,12,params_ftest,0.723356,0.7275,False
Microsoft,Volume,1,ssr_ftest,30.637666,0.0,True
Microsoft,Volume,1,ssr_chi2test,31.059286,0.0,True
Microsoft,Volume,1,lrtest,29.061858,0.0,True
Microsoft,Volume,1,params_ftest,30.637666,0.0,True
Microsoft,Volume,2,ssr_ftest,11.092571,2.6e-05,True
Microsoft,Volume,2,ssr_chi2test,22.701076,1.2e-05,True
Microsoft,Volume,2,lrtest,21.60466,2e-05,True
Microsoft,Volume,2,params_ftest,11.092571,2.6e-05,True
Microsoft,Volume,3,ssr_ftest,4.282656,0.005845,True
Microsoft,Volume,3,ssr_chi2test,13.272194,0.004083,True
Microsoft,Volume,3,lrtest,12.885566,0.004891,True
Microsoft,Volume,3,params_ftest,4.282656,0.005845,True
Microsoft,Volume,4,ssr_ftest,3.09254,0.016802,True
Microsoft,Volume,4,ssr_chi2test,12.902847,0.01176,True
Microsoft,Volume,4,lrtest,12.535432,0.013784,True
Microsoft,Volume,4,params_ftest,3.09254,0.016802,True
Microsoft,Volume,5,ssr_ftest,2.101618,0.066585,False
Microsoft,Volume,5,ssr_chi2test,11.069202,0.050025,False
Microsoft,Volume,5,lrtest,10.796129,0.055575,False
Microsoft,Volume,5,params_ftest,2.101618,0.066585,False
Microsoft,Volume,6,ssr_ftest,1.728785,0.115872,False
Microsoft,Volume,6,ssr_chi2test,11.036973,0.08724,False
Microsoft,Volume,6,lrtest,10.764246,0.095942,False
Microsoft,Volume,6,params_ftest,1.728785,0.115872,False
Microsoft,Volume,7,ssr_ftest,1.600584,0.137028,False
Microsoft,Volume,7,ssr_chi2test,12.044391,0.099108,False
Microsoft,Volume,7,lrtest,11.719118,0.110182,False
Microsoft,Volume,7,params_ftest,1.600584,0.137028,False
Microsoft,Volume,8,ssr_ftest,1.415828,0.19175,False
Microsoft,Volume,8,ssr_chi2test,12.304051,0.138145,False
Microsoft,Volume,8,lrtest,11.963336,0.152847,False
Microsoft,Volume,8,params_ftest,1.415828,0.19175,False
Microsoft,Volume,9,ssr_ftest,1.354347,0.211471,False
Microsoft,Volume,9,ssr_chi2test,13.382907,0.146032,False
Microsoft,Volume,9,lrtest,12.979299,0.163545,False
Microsoft,Volume,9,params_ftest,1.354347,0.211471,False
Microsoft,Volume,10,ssr_ftest,1.600368,0.108965,False
Microsoft,Volume,10,ssr_chi2test,17.763245,0.059091,False
Microsoft,Volume,10,lrtest,17.058184,0.073086,False
Microsoft,Volume,10,params_ftest,1.600368,0.108965,False
Microsoft,Volume,11,ssr_ftest,1.593977,0.103241,False
Microsoft,Volume,11,ssr_chi2test,19.678828,0.049945,True
Microsoft,Volume,11,lrtest,18.814501,0.064506,False
Microsoft,Volume,11,params_ftest,1.593977,0.103241,False
Microsoft,Volume,12,ssr_ftest,1.823627,0.047066,True
Microsoft,Volume,12,ssr_chi2test,24.840761,0.015596,True
Microsoft,Volume,12,lrtest,23.478029,0.023931,True
Microsoft,Volume,12,params_ftest,1.823627,0.047066,True
Microsoft,Volatility,1,ssr_ftest,0.072168,0.78846,False
Microsoft,Volatility,1,ssr_chi2test,0.073161,0.786788,False
Microsoft,Volatility,1,lrtest,0.073149,0.786806,False
Microsoft,Volatility,1,params_ftest,0.072168,0.78846,False
Microsoft,Volatility,2,ssr_ftest,1.313562,0.27101,False
Microsoft,Volatility,2,ssr_chi2test,2.688219,0.260772,False
Microsoft,Volatility,2,lrtest,2.671928,0.262905,False
Microsoft,Volatility,2,params_ftest,1.313562,0.27101,False
Microsoft,Volatility,3,ssr_ftest,0.980148,0.403001,False
Microsoft,Volatility,3,ssr_chi2test,3.037533,0.385874,False
Microsoft,Volatility,3,lrtest,3.016661,0.389064,False
Microsoft,Volatility,3,params_ftest,0.980148,0.403001,False
Microsoft,Volatility,4,ssr_ftest,0.700391,0.592485,False
Microsoft,Volatility,4,ssr_chi2test,2.922207,0.570927,False
Microsoft,Volatility,4,lrtest,2.902795,0.574222,False
Microsoft,Volatility,4,params_ftest,0.700391,0.592485,False
Microsoft,Volatility,5,ssr_ftest,0.616422,0.687428,False
Microsoft,Volatility,5,ssr_chi2test,3.246688,0.662013,False
Microsoft,Volatility,5,lrtest,3.222639,0.665705,False
Microsoft,Volatility,5,params_ftest,0.616422,0.687428,False
Microsoft,Volatility,6,ssr_ftest,0.568847,0.754859,False
Microsoft,Volatility,6,ssr_chi2test,3.631656,0.726379,False
Microsoft,Volatility,6,lrtest,3.601464,0.730425,False
Microsoft,Volatility,6,params_ftest,0.568847,0.754859,False
Microsoft,Volatility,7,ssr_ftest,0.591751,0.76224,False
Microsoft,Volatility,7,ssr_chi2test,4.452925,0.726378,False
Microsoft,Volatility,7,lrtest,4.40744,0.731833,False
Microsoft,Volatility,7,params_ftest,0.591751,0.76224,False
Microsoft,Volatility,8,ssr_ftest,0.539438,0.825847,False
Microsoft,Volatility,8,ssr_chi2test,4.68791,0.790352,False
Microsoft,Volatility,8,lrtest,4.637301,0.795545,False
Microsoft,Volatility,8,params_ftest,0.539438,0.825847,False
Microsoft,Volatility,9,ssr_ftest,0.416662,0.92524,False
Microsoft,Volatility,9,ssr_chi2test,4.117222,0.903529,False
Microsoft,Volatility,9,lrtest,4.077936,0.906208,False
Microsoft,Volatility,9,params_ftest,0.416662,0.92524,False
Microsoft,Volatility,10,ssr_ftest,0.67225,0.749357,False
Microsoft,Volatility,10,ssr_chi2test,7.461628,0.681263,False
Microsoft,Volatility,10,lrtest,7.333319,0.693647,False
Microsoft,Volatility,10,params_ftest,0.67225,0.749357,False
Microsoft,Volatility,11,ssr_ftest,0.671452,0.764425,False
Microsoft,Volatility,11,ssr_chi2test,8.289581,0.687153,False
Microsoft,Volatility,11,lrtest,8.130887,0.701533,False
Microsoft,Volatility,11,params_ftest,0.671452,0.764425,False
Microsoft,Volatility,12,ssr_ftest,0.642964,0.80349,False
Microsoft,Volatility,12,ssr_chi2test,8.758212,0.723432,False
Microsoft,Volatility,12,lrtest,8.580502,0.738282,False
Microsoft,Volatility,12,params_ftest,0.642964,0.80349,False
Netflix,Price,1,ssr_ftest,11.14832,0.000989,True
Netflix,Price,1,ssr_chi2test,11.301737,0.000774,True
Netflix,Price,1,lrtest,11.022246,0.0009,True
Netflix,Price,1,params_ftest,11.14832,0.000989,True
Netflix,Price,2,ssr_ftest,6.947255,0.001192,True
Netflix,Price,2,ssr_chi2test,14.217638,0.000818,True
Netflix,Price,2,lrtest,13.777107,0.001019,True
Netflix,Price,2,params_ftest,6.947255,0.001192,True
Netflix,Price,3,ssr_ftest,4.908424,0.00256,True
Netflix,Price,3,ssr_chi2test,15.211482,0.001645,True
Netflix,Price,3,lrtest,14.706452,0.002085,True
Netflix,Price,3,params_ftest,4.908424,0.00256,True
Netflix,Price,4,ssr_ftest,3.827354,0.005034,True
Netflix,Price,4,ssr_chi2test,15.968674,0.003061,True
Netflix,Price,4,lrtest,15.410894,0.003921,True
Netflix,Price,4,params_ftest,3.827354,0.005034,True
Netflix,Price,5,ssr_ftest,4.38092,0.000822,True
Netflix,Price,5,ssr_chi2test,23.074262,0.000327,True
Netflix,Price,5,lrtest,21.928056,0.00054,True
Netflix,Price,5,params_ftest,4.38092,0.000822,True
Netflix,Price,6,ssr_ftest,3.595119,0.002077,True
Netflix,Price,6,ssr_chi2test,22.952088,0.000813,True
Netflix,Price,6,lrtest,21.812686,0.001309,True
Netflix,Price,6,params_ftest,3.595119,0.002077,True
Netflix,Price,7,ssr_ftest,2.462979,0.019135,True
Netflix,Price,7,ssr_chi2test,18.533917,0.00978,True
Netflix,Price,7,lrtest,17.778198,0.013012,True
Netflix,Price,7,params_ftest,2.462979,0.019135,True
Netflix,Price,8,ssr_ftest,2.472722,0.014159,True
Netflix,Price,8,ssr_chi2test,21.48883,0.005956,True
Netflix,Price,8,lrtest,20.477117,0.008674,True
Netflix,Price,8,params_ftest,2.472722,0.014159,True
Netflix,Price,9,ssr_ftest,3.011936,0.002183,True
Netflix,Price,9,ssr_chi2test,29.76227,0.000482,True
Netflix,Price,9,lrtest,27.858374,0.001007,True
Netflix,Price,9,params_ftest,3.011936,0.002183,True
Netflix,Price,10,ssr_ftest,3.105906,0.001085,True
Netflix,Price,10,ssr_chi2test,34.473934,0.000153,True
Netflix,Price,10,lrtest,31.942033,0.000409,True
Netflix,Price,10,params_ftest,3.105906,0.001085,True
Netflix,Price,11,ssr_ftest,3.193707,0.000533,True
Netflix,Price,11,ssr_chi2test,39.428692,4.5e-05,True
Netflix,Price,11,lrtest,36.147694,0.00016,True
Netflix,Price,11,params_ftest,3.193707,0.000533,True
Netflix,Price,12,ssr_ftest,3.201145,0.000345,True
Netflix,Price,12,ssr_chi2test,43.604783,1.8e-05,True
Netflix,Price,12,lrtest,39.620606,8.3e-05,True
Netflix,Price,12,params_ftest,3.201145,0.000345,True
Netflix,Volume,1,ssr_ftest,1.798424,0.181299,False
Netflix,Volume,1,ssr_chi2test,1.823173,0.176936,False
Netflix,Volume,1,lrtest,1.815693,0.177827,False
Netflix,Volume,1,params_ftest,1.798424,0.181299,False
Netflix,Volume,2,ssr_ftest,1.561549,0.212181,False
Netflix,Volume,2,ssr_chi2test,3.195729,0.202328,False
Netflix,Volume,2,lrtest,3.172741,0.204667,False
Netflix,Volume,2,params_ftest,1.561549,0.212181,False
Netflix,Volume,3,ssr_ftest,0.395045,0.756697,False
Netflix,Volume,3,ssr_chi2test,1.224265,0.747191,False
Netflix,Volume,3,lrtest,1.220856,0.748007,False
Netflix,Volume,3,params_ftest,0.395045,0.756697,False
Netflix,Volume,4,ssr_ftest,0.756943,0.55442,False
Netflix,Volume,4,ssr_chi2test,3.158155,0.531716,False
Netflix,Volume,4,lrtest,3.135498,0.535412,False
Netflix,Volume,4,params_ftest,0.756943,0.55442,False
Netflix,Volume,5,ssr_ftest,0.904074,0.479362,False
Netflix,Volume,5,ssr_chi2test,4.76175,0.445643,False
Netflix,Volume,5,lrtest,4.710257,0.452254,False
Netflix,Volume,5,params_ftest,0.904074,0.479362,False
Netflix,Volume,6,ssr_ftest,0.685219,0.661774,False
Netflix,Volume,6,ssr_chi2test,4.374601,0.626121,False
Netflix,Volume,6,lrtest,4.330891,0.631993,False
Netflix,Volume,6,params_ftest,0.685219,0.661774,False
Netflix,Volume,7,ssr_ftest,0.682371,0.686897,False
Netflix,Volume,7,ssr_chi2test,5.13484,0.643512,False
Netflix,Volume,7,lrtest,5.074481,0.650874,False
Netflix,Volume,7,params_ftest,0.682371,0.686897,False
Netflix,Volume,8,ssr_ftest,0.566233,0.804777,False
Netflix,Volume,8,ssr_chi2test,4.920767,0.76601,False
Netflix,Volume,8,lrtest,4.865045,0.771898,False
Netflix,Volume,8,params_ftest,0.566233,0.804777,False
Netflix,Volume,9,ssr_ftest,0.604996,0.791928,False
Netflix,Volume,9,ssr_chi2test,5.978232,0.742095,False
Netflix,Volume,9,lrtest,5.895875,0.750293,False
Netflix,Volume,9,params_ftest,0.604996,0.791928,False
Netflix,Volume,10,ssr_ftest,0.620316,0.795461,False
Netflix,Volume,10,ssr_chi2test,6.885179,0.736238,False
Netflix,Volume,10,lrtest,6.775736,0.746434,False
Netflix,Volume,10,params_ftest,0.620316,0.795461,False
Netflix,Volume,11,ssr_ftest,0.535883,0.877208,False
Netflix,Volume,11,ssr_chi2test,6.615874,0.829284,False
Netflix,Volume,11,lrtest,6.514273,0.836946,False
Netflix,Volume,11,params_ftest,0.535883,0.877208,False
Netflix,Volume,12,ssr_ftest,0.503259,0.910862,False
Netflix,Volume,12,ssr_chi2test,6.855209,0.867032,False
Netflix,Volume,12,lrtest,6.745696,0.873951,False
Netflix,Volume,12,params_ftest,0.503259,0.910862,False
Netflix,Volatility,1,ssr_ftest,2.250931,0.134981,False
Netflix,Volatility,1,ssr_chi2test,2.281908,0.130891,False
Netflix,Volatility,1,lrtest,2.270207,0.131882,False
Netflix,Volatility,1,params_ftest,2.250931,0.134981,False
Netflix,Volatility,2,ssr_ftest,1.256162,0.286826,False
Netflix,Volatility,2,ssr_chi2test,2.57075,0.276547,False
Netflix,Volatility,2,lrtest,2.555846,0.278615,False
Netflix,Volatility,2,params_ftest,1.256162,0.286826,False
Netflix,Volatility,3,ssr_ftest,0.654417,0.580999,False
Netflix,Volatility,3,ssr_chi2test,2.028076,0.5666,False
Netflix,Volatility,3,lrtest,2.018742,0.568526,False
Netflix,Volatility,3,params_ftest,0.654417,0.580999,False
Netflix,Volatility,4,ssr_ftest,0.910077,0.458955,False
Netflix,Volatility,4,ssr_chi2test,3.797066,0.434166,False
Netflix,Volatility,4,lrtest,3.764377,0.438832,False
Netflix,Volatility,4,params_ftest,0.910077,0.458955,False
Netflix,Volatility,5,ssr_ftest,1.20846,0.306363,False
Netflix,Volatility,5,ssr_chi2test,6.364948,0.272309,False
Netflix,Volatility,5,lrtest,6.273387,0.280519,False
Netflix,Volatility,5,params_ftest,1.20846,0.306363,False
Netflix,Volatility,6,ssr_ftest,0.995478,0.429453,False
Netflix,Volatility,6,ssr_chi2test,6.355367,0.384581,False
Netflix,Volatility,6,lrtest,6.263664,0.394312,False
Netflix,Volatility,6,params_ftest,0.995478,0.429453,False
Netflix,Volatility,7,ssr_ftest,0.889575,0.515658,False
Netflix,Volatility,7,ssr_chi2test,6.694052,0.461415,False
Netflix,Volatility,7,lrtest,6.591955,0.472563,False
Netflix,Volatility,7,params_ftest,0.889575,0.515658,False
Netflix,Volatility,8,ssr_ftest,0.799046,0.604079,False
Netflix,Volatility,8,ssr_chi2test,6.943995,0.542687,False
Netflix,Volatility,8,lrtest,6.833713,0.554676,False
Netflix,Volatility,8,params_ftest,0.799046,0.604079,False
Netflix,Volatility,9,ssr_ftest,0.777436,0.637456,False
Netflix,Volatility,9,ssr_chi2test,7.682191,0.566463,False
Netflix,Volatility,9,lrtest,7.5469,0.580371,False
Netflix,Volatility,9,params_ftest,0.777436,0.637456,False
Netflix,Volatility,10,ssr_ftest,0.778419,0.649518,False
Netflix,Volatility,10,ssr_chi2test,8.640042,0.566571,False
Netflix,Volatility,10,lrtest,8.468622,0.583162,False
Netflix,Volatility,10,params_ftest,0.778419,0.649518,False
Netflix,Volatility,11,ssr_ftest,0.674685,0.761433,False
Netflix,Volatility,11,ssr_chi2test,8.329487,0.68352,False
Netflix,Volatility,11,lrtest,8.169282,0.698064,False
Netflix,Volatility,11,params_ftest,0.674685,0.761433,False
Netflix,Volatility,12,ssr_ftest,0.587168,0.850913,False
Netflix,Volatility,12,ssr_chi2test,7.998183,0.785272,False
Netflix,Volatility,12,lrtest,7.849632,0.796768,False
Netflix,Volatility,12,params_ftest,0.587168,0.850913,False
